block_group,UFP_mean,asian_non_his,hispanic_any_race,black_non_hisp,two_or_more_race,white_non_his,american_indian,house_less20k,house_20_35k,house_35_50k,house_50_75k,house_more_75,education_less_highschool,education_highschool,education_some_college,education_college_degree,education_graduate,age_less_5_male,age_5_17_male,age_18_65_male,age_more_65_male,age_less_5_female,age_5_17_female,age_18_65_female,age_more_65_female
420031203002,10809.792014739047,0,90,426,55,0,0,121,86,18,39,8,48,144,165,18,13,21,22,118,43,28,70,226,73
420031204002,12365.202031365858,0,13,261,0,26,12,110,35,11,14,7,15,99,113,13,2,7,51,93,10,0,0,107,44
420031207001,12140.671912768896,47,1,472,42,5,0,122,119,25,36,0,87,211,184,25,8,0,0,146,73,0,47,126,175
420032615001,11278.057566553498,6,0,386,31,267,3,170,70,58,44,52,27,200,180,76,40,35,80,147,67,0,43,264,57
420032620001,11113.673119354247,8,0,160,10,862,0,153,178,55,76,94,125,388,193,93,55,43,42,284,104,26,48,309,184
420032620002,10930.334602731718,0,0,453,9,193,0,148,27,49,43,9,77,154,96,36,3,143,0,104,53,0,46,242,67
420031005002,10400.270213267311,0,0,1047,18,340,0,100,117,98,98,142,77,300,283,172,129,140,107,412,49,21,90,495,91
420031011001,10876.32781808917,0,60,451,12,898,0,151,140,113,117,129,82,266,190,334,185,89,164,409,27,31,33,603,90
420031011002,17083.456418465987,0,20,26,6,514,0,64,45,39,87,45,29,114,77,144,56,0,21,232,9,0,45,258,23
420031005001,10308.772769822403,10,9,410,86,225,0,98,39,57,59,99,74,98,185,108,112,10,29,176,75,28,19,251,152
420031014001,11914.50586727189,0,58,77,0,991,0,112,106,103,114,99,86,228,201,211,77,74,29,314,93,54,82,379,110
420031014004,10485.247972660174,9,0,27,19,603,0,36,37,47,80,89,18,92,100,197,106,33,32,201,28,10,51,242,70
420031106003,10392.756465504852,0,39,158,52,575,0,131,21,41,28,154,0,80,77,156,266,7,4,276,39,21,69,324,89
420031113001,11338.560954615014,20,67,202,20,447,0,71,37,33,38,120,40,66,136,151,168,24,43,303,0,30,57,289,10
420031113002,11481.543949807608,16,9,434,7,341,0,51,86,48,40,116,67,81,119,121,181,14,126,206,56,11,19,253,122
420031113003,11082.71077011239,0,45,326,11,71,0,77,96,53,13,34,48,100,113,84,20,18,45,145,48,18,17,199,8
420031113004,11102.051979682643,44,22,370,21,180,0,127,40,54,49,80,36,106,115,136,88,7,35,198,61,10,38,223,53
420031114001,12345.101253698076,5,12,327,43,109,0,69,35,29,39,37,26,73,139,69,52,7,19,194,35,22,37,176,19
420031114002,11016.317509451153,10,39,577,110,115,0,201,29,49,102,29,82,156,239,74,32,7,70,258,15,0,139,297,101
420031115001,14814.861302161184,34,6,432,22,137,0,190,117,60,29,10,53,202,152,42,62,13,10,165,25,11,65,253,89
420031115002,14364.446888156177,228,14,706,24,528,0,302,268,118,109,121,26,180,186,343,249,169,5,552,55,11,44,550,122
420031115003,18246.656540835556,21,7,102,3,41,2,70,0,0,10,11,11,53,26,27,24,0,0,50,4,22,0,63,37
420031207002,13716.734926757812,0,0,296,0,0,0,58,14,19,6,13,50,67,36,6,0,40,18,37,13,0,41,144,22
420031208001,11002.330821949046,0,0,247,0,0,0,63,15,18,18,0,51,57,58,3,0,6,49,18,33,0,22,80,39
420031208002,16392.95155585784,0,0,356,0,155,0,34,13,15,31,20,118,172,66,11,0,39,57,102,95,11,0,107,100
420031301001,10569.688017068001,56,13,717,36,0,0,161,65,88,10,27,74,123,191,17,31,63,48,186,51,69,64,329,7
420031301002,9947.757250774555,0,0,585,6,0,0,78,59,13,14,8,26,139,138,24,20,32,61,118,37,46,89,186,38
420031301003,10425.141927031375,0,0,258,86,0,0,154,22,21,6,0,49,60,62,12,15,20,25,66,30,10,49,111,33
420031302001,10906.42994440295,0,0,651,0,0,0,54,74,34,10,15,57,70,129,6,13,8,81,104,24,39,172,182,31
420031303002,12056.695326816554,16,0,449,0,11,0,93,0,8,26,44,5,36,124,26,54,0,6,109,13,28,126,185,16
420031405001,18396.271110504218,0,0,357,13,251,0,57,55,63,51,100,55,66,199,115,84,7,25,231,54,0,39,235,30
420031405002,11749.92260167019,10,0,146,0,244,0,47,39,0,54,70,13,34,88,135,52,20,14,142,26,0,3,172,35
420031405003,11673.518551863841,19,15,219,15,598,0,83,45,43,139,186,0,59,109,249,324,8,0,353,44,2,6,400,80
420031406001,10861.384696910827,39,0,72,32,1237,0,75,78,18,81,346,11,65,94,302,552,27,104,423,177,131,24,358,136
420031406002,12765.668289607573,44,0,56,9,674,0,28,5,19,42,219,8,65,53,149,318,22,62,247,44,16,71,278,49
420031404003,11340.164417007925,31,57,31,18,864,7,32,16,22,53,284,5,35,41,208,463,15,83,298,72,26,95,334,85
420031408001,11490.37922372587,115,51,34,71,1757,0,52,82,27,141,473,0,118,229,407,718,102,151,596,153,62,175,611,174
420031414003,13113.250024753492,13,11,261,28,739,0,0,25,17,42,265,13,0,199,221,267,14,49,344,49,12,92,414,65
420034803001,11159.37203297259,0,14,0,0,692,0,18,18,30,116,96,38,193,190,40,81,14,28,290,69,7,95,150,53
420031303003,11916.191192509023,0,3,521,0,14,0,226,53,21,22,11,50,163,172,29,20,17,26,142,48,0,19,155,125
420031304001,12180.549959201257,0,0,299,0,0,1,69,39,9,5,6,37,71,43,1,5,15,17,21,26,40,20,109,45
420031304002,13796.007044249043,0,0,363,22,0,0,97,19,0,37,10,61,53,68,29,18,34,49,90,22,11,7,116,57
420031304003,11044.248489751888,38,0,271,43,32,0,47,54,11,30,14,46,85,43,35,20,0,25,121,18,29,49,101,41
420031306002,11261.958885985367,0,0,470,36,51,0,128,90,13,61,18,27,247,148,10,20,0,0,153,97,16,32,183,76
420031306003,10004.990646357413,0,0,1465,44,114,0,409,108,64,53,90,62,409,325,82,61,75,94,316,92,95,233,670,64
420031401001,11581.289420639941,141,42,86,9,884,0,71,33,8,20,251,20,11,73,160,323,15,93,448,73,42,28,379,87
420031408002,12898.802134960872,250,105,3,19,1128,0,94,137,19,111,315,64,55,86,307,619,51,93,584,100,35,84,463,84
420031408003,12226.248261446854,257,0,0,0,851,0,212,62,35,31,152,12,44,44,259,247,20,59,422,32,16,69,345,145
420031410001,10852.059865669673,9,23,13,0,1014,0,29,35,82,98,237,10,64,78,228,406,40,130,323,61,28,53,316,104
420031413001,11384.27921159033,220,15,21,0,1071,0,76,82,67,56,298,35,166,107,232,476,17,94,372,153,26,59,297,277
420031413002,13124.187356876668,518,43,20,105,1128,0,244,77,139,206,222,20,213,135,314,528,46,77,705,60,56,107,774,52
420031413003,12387.991863985088,577,121,70,54,1404,5,250,202,121,103,314,151,139,204,686,478,17,21,785,203,13,65,846,296
420031516001,10789.420088724873,9,116,47,0,985,0,28,84,17,115,259,46,256,200,197,204,55,60,423,40,19,55,465,55
420031516003,10132.91534207621,46,85,0,43,523,0,10,41,53,56,102,0,157,137,118,86,10,8,257,31,49,61,270,11
420031403001,10963.188759660892,0,22,63,66,565,0,48,28,19,29,145,12,63,42,129,229,29,76,193,25,22,60,264,54
420033001002,10767.882992996254,254,35,297,32,33,0,83,9,16,0,61,74,167,34,17,17,87,31,143,17,27,72,274,0
420030705002,11992.336760208806,72,62,46,20,747,0,133,49,88,122,117,0,34,30,238,261,10,0,414,14,13,0,496,0
420031303001,12909.10065763193,0,25,323,34,17,0,73,36,25,27,21,30,74,122,19,15,0,35,90,49,0,60,116,62
420031807001,12576.384525371663,0,48,37,0,565,0,24,106,24,101,72,16,166,61,156,84,10,9,307,48,0,0,241,35
420031517001,13925.60398717773,24,89,0,38,943,0,31,26,96,152,137,0,35,230,210,293,54,0,443,59,71,47,340,80
420032022001,10369.621004408124,0,0,573,70,910,0,170,57,116,163,126,86,272,318,186,41,107,187,402,54,63,190,456,94
420032815002,10410.224245816069,16,15,70,5,789,0,61,39,104,159,40,29,163,267,104,41,16,118,268,36,41,39,306,83
420033001001,10820.883677484875,0,0,288,8,124,0,31,7,71,11,37,31,171,18,19,52,0,64,176,0,0,65,100,15
420031102001,10749.016157348738,55,4,52,0,623,0,64,46,74,111,165,27,107,85,164,259,4,0,187,53,51,37,335,67
420032904001,10588.563180371706,0,28,107,33,397,9,43,31,20,75,94,39,139,149,71,51,4,87,195,44,0,10,190,44
420032904002,12114.375585199794,32,52,212,13,808,0,184,81,95,71,55,66,319,224,120,24,45,113,349,32,81,83,352,72
420032904005,11887.858765816245,0,0,222,0,412,0,101,44,31,51,40,111,131,128,36,9,0,89,136,58,0,68,233,50
420033001003,11322.771892128369,0,23,451,0,115,0,181,65,15,52,22,46,197,171,22,0,0,31,128,44,8,99,250,44
420033102003,12400.880604260541,0,0,0,0,628,0,37,38,27,70,61,92,226,88,56,0,15,40,190,32,11,25,261,72
420033102004,10729.054920033748,0,223,0,0,699,0,62,34,56,101,99,43,239,182,150,22,38,96,264,41,79,48,242,113
420033102005,10423.716416764853,0,25,0,0,698,0,51,71,72,33,93,7,266,164,92,26,0,35,297,57,37,42,182,54
420031106001,10172.581966841657,0,12,83,11,751,0,127,35,33,21,174,52,104,80,201,227,8,51,295,42,87,27,301,46
420031920005,10423.093516681873,10,39,32,29,495,9,48,69,35,75,65,33,249,77,83,37,0,133,196,55,0,21,229,41
420030404002,14278.886292963256,356,24,103,15,988,0,309,172,80,158,171,10,49,129,331,446,0,0,440,237,0,16,405,285
420031915001,17628.874442228484,20,16,69,0,602,0,60,62,62,89,54,20,161,118,122,64,0,25,300,52,24,15,247,16
420031916001,12755.732814064073,108,184,69,13,724,0,42,107,111,51,116,87,233,222,107,64,44,97,408,74,50,13,359,53
420039803001,10498.448364797852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420031014002,10677.375308454966,0,50,47,0,562,0,74,25,34,48,123,31,187,80,105,69,0,79,174,53,51,0,212,90
420031918003,10092.518916979263,82,1,0,60,791,0,42,142,19,44,122,68,220,100,157,99,20,172,214,78,18,30,332,70
420035630002,11946.95371405455,0,48,367,0,262,0,52,25,59,109,58,40,206,152,26,44,35,37,191,50,7,48,218,90
420032704001,11143.844150380783,0,48,349,45,554,0,124,63,105,78,88,104,258,239,85,50,5,41,396,86,29,52,342,45
420032022003,9942.844741821289,169,0,150,29,272,0,38,110,29,20,80,55,122,185,63,62,12,4,187,63,64,39,184,67
420032814002,10848.103137703576,29,40,923,66,588,0,271,107,127,53,92,145,324,229,183,31,70,167,372,106,84,136,569,121
420035627002,13626.671574730944,82,42,379,72,853,0,270,218,124,191,152,99,149,280,322,206,25,34,594,92,13,58,531,97
420030402001,14242.607636664143,84,10,602,34,158,0,300,75,84,16,22,61,218,107,60,94,58,46,241,21,49,30,399,44
420039812001,14924.18481761813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420031702004,14859.131163235368,37,11,77,0,756,0,27,49,42,13,297,10,92,76,227,224,0,0,486,13,0,0,356,39
420032904004,10754.769230388503,0,11,209,25,665,0,77,114,51,78,118,88,237,211,62,77,13,148,269,53,36,11,301,79
420035624005,11942.8862596475,0,32,197,0,32,0,89,0,0,89,0,41,67,142,11,0,0,0,130,0,0,0,114,17
420030103003,16707.834268304996,40,4,15,0,216,0,67,26,19,18,0,24,55,30,16,36,0,0,97,27,5,14,113,24
420039801001,11255.93938508807,0,0,0,0,26,0,4,0,0,0,13,0,0,0,13,4,0,9,17,0,0,0,0,0
420030901002,16183.526118887357,0,26,11,26,400,0,43,60,28,27,82,96,62,63,151,65,0,16,231,8,0,5,175,28
420033001006,11207.324168958163,0,0,60,9,345,0,28,18,19,26,85,21,206,59,36,9,0,41,175,11,8,5,132,42
420035616002,11855.824575937599,0,0,0,5,685,0,62,55,43,56,62,100,225,143,47,16,5,41,228,43,0,52,246,90
420035617001,10529.14946438637,0,0,207,29,87,0,6,38,16,15,9,34,50,55,11,0,10,31,109,0,5,72,84,12
420035617002,9972.578386975722,0,97,221,20,229,0,62,39,36,31,54,73,197,96,27,4,14,63,175,22,25,45,179,44
420035616003,10186.281367782265,0,5,318,21,376,0,62,36,57,29,68,73,141,206,40,18,41,25,248,28,0,100,233,45
420035623001,11112.513040485577,0,0,67,0,88,0,88,0,0,0,21,32,47,41,0,9,14,0,85,0,0,0,21,35
420031517005,11248.059363236756,51,165,33,0,682,0,106,75,90,82,118,33,156,121,137,230,25,44,421,41,18,20,333,41
420035631001,11421.399858472318,32,0,82,63,1013,0,58,67,47,73,238,46,221,192,278,100,71,76,348,44,52,112,403,104
420035630003,10307.872948448583,0,0,88,25,630,0,39,40,51,76,112,30,289,171,43,33,0,47,241,42,75,28,215,95
420033001005,11076.038516656326,0,0,345,25,265,0,9,25,85,7,55,62,210,49,0,42,0,106,147,47,17,94,163,61
420035624004,12587.115358508869,0,0,487,5,22,0,81,76,43,17,49,96,131,145,19,59,13,0,163,87,0,22,145,84
420035624003,10428.060316706731,32,0,578,14,20,0,25,83,26,37,66,12,352,90,0,26,19,38,285,59,0,78,107,58
420035631002,13180.076984535019,349,49,90,254,1696,0,173,223,101,245,265,300,653,314,342,136,145,80,765,155,136,158,834,173
420039808001,16306.911439439666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420035626003,11433.731914206342,0,0,589,0,319,0,79,83,47,8,111,27,161,198,84,11,66,74,243,42,22,147,260,54
420031915002,11146.464866493814,39,113,60,44,922,0,159,111,119,112,118,78,280,250,250,58,18,76,556,60,65,32,309,62
420031914002,11382.239577124017,9,1,109,0,982,0,144,93,69,111,112,17,174,294,151,147,10,21,272,76,9,129,495,92
420039809001,12848.472896695033,0,66,746,81,1020,18,0,0,0,0,0,333,1083,369,0,0,0,0,1920,11,0,0,0,0
420035625002,10653.433026025652,0,0,16,0,363,0,23,68,29,34,40,58,139,88,55,6,0,8,180,5,0,0,147,39
420031911001,14568.049131926346,53,0,41,8,1116,0,44,107,102,68,254,55,368,224,220,132,37,37,483,51,37,54,470,49
420031306001,11385.63183633836,0,0,587,27,10,0,97,44,93,30,41,124,167,122,29,7,36,13,241,42,0,31,213,57
420035623003,10591.359772713904,0,71,426,0,202,0,130,53,8,59,15,7,218,121,54,20,0,103,130,24,45,78,222,97
420031018002,11199.533861862243,0,21,370,62,956,0,72,136,110,142,192,144,265,270,243,205,64,46,453,116,19,72,445,186
420030802002,12771.856004964793,6,0,65,0,537,0,76,64,86,27,90,26,103,135,91,156,0,5,265,39,38,0,200,61
420031414004,13401.100720038241,482,21,103,21,1453,0,332,124,73,113,432,80,384,173,432,666,54,41,551,221,45,121,507,553
420032023004,12909.94967835147,176,0,65,22,983,11,102,167,32,185,246,46,315,261,205,233,15,30,612,95,9,0,430,82
420032708003,9951.515971661216,0,0,175,4,698,9,64,18,53,99,208,43,205,214,217,67,9,31,332,66,12,28,325,83
420035629002,11045.377685046113,18,0,10,33,326,0,67,45,20,35,12,18,130,117,15,0,28,52,91,27,13,0,144,32
420032620003,12137.193903671663,84,7,245,0,548,0,134,96,8,46,57,18,246,147,17,67,34,204,173,26,65,62,284,36
420035631003,14548.957932094248,0,25,26,9,241,0,30,17,29,46,25,25,80,72,48,31,11,0,98,18,25,0,102,47
420031920001,12149.9203019644,49,0,277,30,626,0,101,36,62,56,111,21,159,136,219,72,50,76,279,10,65,89,310,99
420030201004,16742.441397402126,58,0,68,21,494,0,55,82,65,109,95,10,0,68,130,160,0,0,266,44,0,0,215,33
420031414001,11006.572880836504,124,39,16,0,835,0,42,43,38,47,220,0,35,151,205,308,18,129,269,56,0,98,356,88
420031018001,10246.564682789558,55,9,92,0,965,9,51,60,52,110,229,0,178,274,212,195,52,76,332,65,15,81,392,127
420031920003,11542.817279550933,0,13,55,68,834,0,50,17,92,102,104,26,231,246,150,17,15,101,336,32,53,68,287,78
420032412002,11180.264165187155,0,69,65,28,364,0,85,47,45,31,48,64,210,87,32,9,19,42,206,20,0,22,171,43
420032503001,10476.51663701892,0,140,623,0,536,0,197,90,38,66,201,85,228,218,179,180,63,162,425,29,32,99,404,105
420032507001,11171.472909728265,19,8,509,4,155,0,162,81,32,26,23,63,182,125,49,27,46,69,192,24,26,41,253,66
420032509002,11994.877422477173,0,0,156,18,256,0,60,42,37,43,29,30,175,112,40,33,0,14,140,43,0,13,152,62
420032107002,12071.22051411509,0,17,510,8,211,0,96,44,71,130,47,32,122,227,113,28,43,10,256,41,0,118,244,34
420032901002,12325.477992973425,75,11,52,5,448,0,56,82,49,50,36,61,228,163,73,0,25,6,218,45,0,22,225,54
420032901003,13516.081515849794,0,17,116,0,537,0,46,127,65,47,50,44,206,167,53,19,5,51,205,48,14,44,257,44
420032902001,10774.619030575026,36,0,29,81,744,0,22,114,42,109,56,33,278,158,70,23,67,75,312,48,7,71,240,52
420032902002,13744.328434730043,79,0,52,0,567,0,164,67,38,65,52,81,225,144,88,44,25,39,167,67,0,35,224,141
420032902003,10957.578281434864,0,0,10,0,495,0,29,64,26,52,68,42,110,145,45,29,35,13,122,32,0,49,147,90
420032902004,11342.084142728458,28,0,215,28,488,0,107,87,63,52,38,127,206,36,49,62,0,154,281,10,0,79,183,59
420033206002,10600.325438627597,6,28,27,145,784,0,121,59,67,105,134,16,228,222,185,61,24,57,357,63,39,89,294,67
420033207001,11532.437118247992,0,43,28,0,890,0,57,108,36,121,139,72,316,236,91,59,21,55,314,92,10,48,325,109
420033207002,13419.576431049943,67,0,0,4,404,0,51,57,43,29,36,85,116,106,46,16,16,43,165,34,15,27,118,57
420031411001,10840.117457256416,28,26,51,35,1181,0,102,72,48,147,226,76,273,151,220,298,43,99,454,108,41,66,376,134
420034825001,14539.431571138339,0,15,151,47,1491,10,172,157,71,168,227,63,495,417,248,121,64,60,484,162,33,105,554,267
420032022002,10502.944224518671,0,0,393,38,319,0,105,18,14,48,56,69,206,132,63,0,15,113,244,21,0,93,248,30
420032023001,14709.227213313034,59,8,100,58,587,0,50,65,114,156,99,0,80,155,210,165,0,0,257,59,24,85,366,29
420032023002,12799.166015669183,0,0,74,0,788,0,29,67,37,104,164,31,289,157,119,109,14,30,239,124,10,70,259,116
420032023003,12644.904532675586,158,59,19,0,709,0,21,32,24,65,134,118,220,144,174,99,11,30,345,78,0,38,270,163
420032107001,13591.436836688496,6,33,938,19,330,0,236,107,115,82,133,73,240,351,246,78,6,47,467,84,33,140,482,58
420033001004,11593.3902461611,47,18,919,150,367,0,196,145,85,39,0,180,310,173,45,7,99,76,333,57,18,470,341,67
420032206001,14430.83202200985,57,47,266,32,826,6,224,113,86,87,298,86,119,226,357,278,34,23,422,124,0,52,431,155
420032206002,10357.498839788046,0,13,178,19,187,5,44,40,10,23,40,50,77,79,55,53,20,24,167,19,0,26,131,15
420031014003,10496.762101601555,45,10,190,22,589,0,83,34,66,79,137,91,194,90,185,172,41,30,252,57,11,33,389,43
420032703002,11909.096880699275,0,0,164,9,412,0,128,50,40,26,50,74,151,129,72,25,0,39,140,45,17,55,194,95
420031302002,10628.596743838369,0,6,800,15,46,0,98,37,83,19,55,49,151,227,78,43,59,72,206,31,56,92,264,73
420031916003,12081.686680901403,44,0,91,0,293,0,24,42,63,57,19,44,66,90,70,41,20,39,143,15,0,0,158,45
420031920004,11874.75076794245,0,5,30,25,514,0,56,95,75,27,57,8,122,213,45,63,26,10,162,17,10,0,198,143
420031702002,14892.02086253134,0,13,0,0,690,0,109,40,34,62,238,0,169,59,298,111,0,0,292,66,0,0,287,58
420031517002,15215.446379250574,16,0,124,0,344,0,40,14,34,10,154,11,91,79,81,165,0,14,138,36,0,18,215,63
420030506002,10054.129905676464,0,0,476,0,0,0,94,70,9,12,48,23,207,88,0,12,0,13,94,35,0,44,143,111
420030506003,10582.172153824027,168,11,226,8,125,0,51,12,37,20,102,11,46,135,73,175,0,13,174,35,20,13,161,122
420030509001,11624.110752742332,0,51,1249,0,0,67,500,186,27,14,14,114,348,264,19,4,99,103,264,59,132,127,461,124
420030510001,10379.248098797549,62,19,570,20,232,10,319,69,39,33,35,38,144,167,19,65,40,72,220,31,9,18,578,55
420030802001,12138.667329389242,10,77,42,0,903,0,172,77,95,86,129,32,316,171,222,97,10,31,408,38,20,31,375,119
420030804001,13764.377916532965,18,10,72,0,661,0,57,85,62,80,93,3,199,161,175,90,4,5,440,44,0,5,202,65
420030804002,15577.92090298466,149,20,18,19,502,0,217,55,28,27,79,0,17,41,108,186,0,10,415,39,5,5,227,15
420030806001,10779.897268895136,54,0,73,39,1237,0,79,107,91,119,239,24,180,177,279,377,60,46,503,37,11,83,602,91
420030807001,12163.714681112933,106,57,82,41,532,0,86,87,39,123,69,16,57,108,187,195,27,39,311,15,59,16,328,22
420030807002,13765.409787144787,295,36,34,7,737,0,177,212,94,120,118,12,160,65,289,498,0,0,471,7,0,29,524,80
420030809001,12954.446527503665,144,24,95,17,860,0,85,62,119,126,190,56,93,138,343,209,0,26,404,56,57,17,553,66
420030809002,12173.568399602716,0,21,131,5,491,0,59,40,113,93,97,14,76,66,164,178,19,46,285,26,8,12,222,30
420032814001,10221.629932261367,0,28,177,0,635,0,44,81,59,105,78,27,203,239,111,18,0,109,214,51,0,118,272,76
420032815001,12177.674753074012,0,6,122,29,329,0,66,26,22,52,57,49,120,79,134,23,29,8,136,38,22,18,195,40
420032901001,16053.854491068947,27,5,216,44,513,0,59,91,42,66,50,23,226,193,94,19,13,111,263,18,51,51,267,35
420031401002,10474.750733831024,263,61,63,90,1603,9,7,14,12,31,376,24,19,46,186,594,39,102,952,130,0,132,765,107
420031401004,12524.323450393178,742,98,106,21,855,0,15,22,8,0,33,2,1,31,39,30,0,15,842,13,0,32,1298,53
420031402001,11303.703268622316,69,77,41,22,917,0,72,42,10,33,203,0,12,64,151,244,12,58,144,104,0,60,821,67
420031402002,12015.61537968297,179,47,16,13,1067,16,142,95,106,85,240,34,23,77,299,452,22,89,550,45,0,22,557,69
420031403003,11888.129177129038,54,18,19,15,951,0,36,0,0,67,263,0,54,8,112,412,84,80,211,86,75,153,246,103
420031403004,12401.2687439221,152,81,34,0,678,0,0,26,20,77,244,0,5,16,142,422,75,43,463,55,24,10,254,21
420031404001,11395.288751870507,118,12,10,6,582,2,27,16,6,30,245,17,23,27,209,281,17,59,223,51,31,40,226,88
420031404002,10741.502086670962,31,16,17,45,508,0,22,20,22,11,179,0,15,29,125,290,17,39,184,51,44,42,185,55
